Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
7,222,CLE,,Kirk McCarty,P,21,/,"CO
                    
                    
                    Southern Mississippi","$179,500","$250,000","-$70,500"
7,223,WSH,,Jackson Tetreault,P,21,R / R,"JC
                    
                    
                    State JC of Florida","$178,100","$300,000","-$121,900"
7,224,TEX,,Joel Urena,P,17,/,"JC
                    
                    
                    Monroe JC (NY)","$176,800","$150,000","$26,800"
7,225,CHC,,Tyler Thomas,P,21,R / L,"CO
                    
                    
                    California State-Fresno","$175,500","$175,500",
8,226,MIN,,Bryan Sammons,P,22,/,"CO
                    
                    
                    Western Carolina (NC)","$174,400","$10,000","$164,400"
8,227,CIN,,Connor Ryan,P,22,/,"CO
                    
                    
                    Illinois-Chicago","$173,300","$10,000","$163,300"
8,228,SD,,Olivier Basabe,SS,20,/,"CO
                    
                    
                    Faulkner (AL)","$172,000","$60,000","$112,000"
8,229,TB,,Riley O'Brien,P,22,R / R,"CO
                    
                    
                    College of Idaho","$170,600","$7,500","$163,100"
8,230,ATL,,John Curtis,P,21,/,"CO
                    
                    
                    Lenoir-Rhyne (NC)","$169,600","$5,000","$164,600"
8,231,OAK,,Brian Howard,P,22,R / R,"CO
                    
                    
                    Texas Christian","$168,300","$40,000","$128,300"
8,232,ARI,,Tim Susnara,C,21,/,"CO
                    
                    
                    Oregon","$167,300","$150,000","$17,300"
8,233,PHI,,Jhordany Mezquita,P,19,/,"HS
                    
                    
                    No School","$166,000","$50,000","$116,000"
8,234,MIL,,Jayson Rose,P,21,/,"CO
                    
                    
                    Utah","$164,900","$164,900",
8,235,LAA,,Connor Riley,P,22,/,"CO
                    
                    
                    South Carolina-Aiken","$163,800","$10,000","$153,800"
8,236,COL,,Bret Boswell,2B,22,L / R,"CO
                    
                    
                    Texas","$162,800","$162,800",
8,237,CHW,,Sam Abbott,1B,18,/,"HS
                    
                    
                    Curtis HS (WA)","$161,600","$200,000","-$38,400"
8,238,PIT,,Blake Weiman,RP,21,R / L,"CO
                    
                    
                    Kansas","$160,700","$150,000","$10,700"
8,239,MIA,,Jared Barnes,C,21,/,"CO
                    
                    
                    South Alabama","$159,700","$159,700",
8,240,KC,,Holden Capps,P,22,/,"CO
                    
                    
                    Central Oklahoma","$158,900","$2,500","$156,400"
8,241,HOU,,Corey Julks,CF,21,/,"CO
                    
                    
                    Houston (TX)","$158,100","$140,000","$18,100"
8,242,NYY,,Kyle Zurak,P,22,/,"CO
                    
                    
                    Radford (VA)","$157,200","$7,500","$149,700"
8,243,SEA,,Billy Cooke,CF,21,/,"CO
                    
                    
                    Coastal Carolina (SC)","$156,500","$150,000","$6,500"
8,244,STL,,Wilberto Rivera,P,18,/,"HS
                    
                    
                    Carlos Beltran Baseball Academy (PR...","$155,600","$350,000","-$194,400"
8,245,DET,,Max Green,P,21,/,"CO
                    
                    
                    Pepperdine (CA)","$154,900","$20,000","$134,900"
8,246,SF,,John Gavin,P,21,/,"CO
                    
                    
                    California State-Fullerton","$154,200","$125,000","$29,200"
8,247,NYM,,Trey Cobb,P,23,/,"CO
                    
                    
                    Oklahoma State","$153,400","$20,000","$133,400"
8,248,BAL,,Jimmy Murphy,P,22,/,"CO
                    
                    
                    Fordham (NY)","$152,700","$5,000","$147,700"
8,249,TOR,,Kacy Clemens,1B,22,/,"CO
                    
                    
                    Texas","$152,100","$50,000","$102,100"
8,250,LAD,,Rylan Bannon,3B,21,R / R,Xavier,"$151,400","$122,500","$28,900"
8,251,BOS,,Zach Sterry,1B,23,/,"CO
                    
                    
                    Oakland (MI)","$150,900","$5,000","$145,900"
8,252,CLE,,Eli Morgan,P,21,R / R,"CO
                    
                    
                    Gonzaga (WA)","$150,200","$135,000","$15,200"
8,253,WSH,,Jared Brasher,P,22,/,"CO
                    
                    
                    Samford (AL)","$149,600","$10,000","$139,600"
8,254,TEX,,Tyreque Reed,1B,20,/,"JC
                    
                    
                    Itawamba JC (MS)","$149,100","$135,000","$14,100"
8,255,CHC,,Austin Filiere,3B,21,/,"CO
                    
                    
                    Massachusetts Tech","$148,500","$148,500",
9,256,MIN,,Mark Contreras,OF,22,L / R,"CO
                    
                    
                    California-Riverside","$148,000","$10,000","$138,000"
9,257,CIN,,Packy Naughton,P,21,R / L,"CO
                    
                    
                    Virginia Tech","$147,400","$140,000","$7,400"
9,258,SD,,Alex Cunningham,P,23,/,"CO
                    
                    
                    Coastal Carolina (SC)","$147,000","$5,000","$142,000"
9,259,TB,,Andrew Gist,P,22,/,"CO
                    
                    
                    Georgia","$146,500","$7,500","$139,000"
9,260,ATL,,Riley Delgado,SS,22,/,"CO
                    
                    
                    Middle Tennessee State","$146,000","$1,000","$145,000"
9,261,OAK,,Jared Poche,P,22,/,"CO
                    
                    
                    Louisiana State","$145,500","$40,000","$105,500"
9,262,ARI,,Cam Duzenack,SS,22,R / R,"CO
                    
                    
                    Dallas Baptist (TX)","$145,100","$10,000","$135,100"
9,263,PHI,,Jack Zoellner,3B,22,/,"CO
                    
                    
                    New Mexico","$144,600","$10,000","$134,600"
9,264,MIL,,Dallas Carroll,3B,23,/,"CO
                    
                    
                    Utah","$144,200","$10,000","$134,200"
9,265,LAA,,Brett Hanewich,P,22,/,"CO
                    
                    
                    Stanford (CA)","$143,900","$10,000","$133,900"
9,266,COL,,Sean Bouchard,1B,21,/,"CO
                    
                    
                    California-Los Angeles","$143,400","$143,400",
9,267,CHW,,Craig Dedelow,OF,22,/,"CO
                    
                    
                    Indiana","$143,000","$10,000","$133,000"
9,268,PIT,,Bligh Madris,OF,21,L / R,"CO
                    
                    
                    Colorado Mesa","$142,700","$130,000","$12,700"
9,269,MIA,,Cameron Baranek,CF,22,/,"CO
                    
                    
                    Hope International (CA)","$142,300","$125,000","$17,300"
9,270,KC,,JC Cloney,P,22,/,"CO
                    
                    
                    Arizona","$141,900","$2,500","$139,400"
9,271,HOU,,Michael Papierski,C,21,S / R,"CO
                    
                    
                    Louisiana State","$141,600","$141,600",
9,272,NYY,,Austin Gardner,P,22,/,"CO
                    
                    
                    Texas-Arlington","$141,200","$7,500","$133,700"
9,273,SEA,,Jorge Benitez,P,18,L / L,"HS
                    
                    
                    Leadership Christian Academy (PR)","$140,900","$150,000","-$9,100"
9,274,STL,,Evan Kruczynski,P,22,/,"CO
                    
                    
                    East Carolina (NC)","$140,600","$3,000","$137,600"
9,275,DET,,Luke Burch,CF,23,/,"CO
                    
                    
                    Kent State (OH)","$140,300","$15,000","$125,300"
9,276,SF,,Aaron Phillips,P,20,/,"CO
                    
                    
                    St. Bonaventure (NY)","$140,000","$80,000","$60,000"
9,277,NYM,,Cannon Chadwick,P,22,/,"CO
                    
                    
                    Arkansas","$139,700","$10,000","$129,700"
9,278,BAL,,T.J. Nichting,OF,22,/,"CO
                    
                    
                    North Carolina-Charlotte","$139,300","$5,000","$134,300"
9,279,TOR,,Zach Logue,P,21,L / L,"CO
                    
                    
                    Kentucky","$139,000","$125,000","$14,000"
9,280,LAD,,Connor Strain,P,22,/,"CO
                    
                    
                    Evansville (IN)","$138,800","$1,500","$137,300"
9,281,BOS,,Tanner Nishioka,2B,22,/,"CO
                    
                    
                    Pitzer (CA)","$138,600","$5,000","$133,600"
9,282,CLE,,James Karinchak,RP,21,R / R,"CO
                    
                    
                    Bryant (RI)","$138,300","$138,300",
9,283,WSH,,Alex Troop,P,21,L / L,"CO
                    
                    
                    Michigan State","$138,000","$185,000","-$47,000"
9,284,TEX,,Tanner Gardner,OF,-8,/,"CO
                    
                    
                    Texas Tech","$137,800","$130,000","$7,800"
9,285,CHC,,Chris Carrier,OF,22,/,"CO
                    
                    
                    Memphis (TN)","$137,500","$5,000","$132,500"
10,286,MIN,,Calvin Faucher,P,21,R / R,"CO
                    
                    
                    California-Irvine","$137,100","$10,000","$127,100"
10,287,CIN,,Robby Howell,P,21,/,"CO
                    
                    
                    Central Florida","$136,900","$10,000","$126,900"
10,288,SD,,Dominic Taccolini,P,22,/,"CO
                    
                    
                    Arkansas","$136,600","$5,000","$131,600"
10,289,TB,,Phoenix Sanders,P,22,/,"CO
                    
                    
                    South Florida","$136,400","$7,500","$128,900"
10,290,ATL,,Jake Belinda,P,22,/,"CO
                    
                    
                    Lock Haven (PA)","$136,100","$5,000","$131,100"
10,291,OAK,,Jack Meggs,OF,22,/,"CO
                    
                    
                    Washington","$135,900","$10,000","$125,900"
10,292,ARI,,Ryan Grotjohn,SS,22,/,"CO
                    
                    
                    California State-Bakersfield","$135,700","$10,000","$125,700"
10,293,PHI,,Connor Brogdon,RP,22,R / R,"CO
                    
                    
                    Lewis-Clark State (ID)","$135,500","$5,000","$130,500"
10,294,MIL,,Alec Bettinger,P,22,R / R,"CO
                    
                    
                    Virginia","$135,100","$10,000","$125,100"
10,295,LAA,,Daniel Procopio,P,21,/,"CO
                    
                    
                    Niagara (NY)","$134,900","$10,000","$124,900"
10,296,COL,,Austin Bernard,C,21,/,"CO
                    
                    
                    Pepperdine (CA)","$134,600","$72,000","$62,600"
10,297,CHW,,JB Olson,P,22,/,"CO
                    
                    
                    Oklahoma","$134,400","$10,000","$124,400"
10,298,PIT,,Beau Sulser,P,23,R / R,"CO
                    
                    
                    Dartmouth (NH)","$134,200","$5,000","$129,200"
10,299,MIA,,Denis Karas,3B,21,/,"CO
                    
                    
                    California-Berkeley","$133,900","$125,000","$8,900"
10,300,KC,,Jordan Floyd,P,22,/,"CO
                    
                    
                    Kansas State","$133,700","$2,500","$131,200"
10,301,HOU,,Kyle Serrano,P,22,/,"CO
                    
                    
                    Tennessee","$133,500","$203,000","-$69,500"
10,302,NYY,,Chad Whitmer,P,22,/,"CO
                    
                    
                    Southern Illinois-Carbondale","$133,300","$7,500","$125,800"
10,303,SEA,,Randy Bell,P,22,/,"CO
                    
                    
                    South Alabama","$133,000","$10,000","$123,000"
10,304,STL,,Brett Seeburger,P,22,/,"CO
                    
                    
                    San Diego State (CA)","$132,800","$3,000","$129,800"
10,305,DET,,Garrett McCain,CF,21,/,"CO
                    
                    
                    Oklahoma State","$132,600","$132,600",
10,306,SF,,Rob Calabrese,C,21,/,"CO
                    
                    
                    Illinois-Chicago","$132,500","$132,500",
10,307,NYM,,Stephen Villines,P,22,/,"CO
                    
                    
                    Kansas","$132,300","$10,000","$122,300"
10,308,BAL,,Josh Keaton,P,23,/,Adams State,"$132,100","$10,000","$122,100"
10,309,TOR,,Justin Dillon,P,23,R / R,"CO
                    
                    
                    California State-Sacramento","$131,800","$5,000","$126,800"
10,310,LAD,,Zach Reks,OF,23,R / R,"CO
                    
                    
                    Kentucky","$131,600","$1,500","$130,100"
10,311,BOS,,Jordan Wren,OF,23,/,"CO
                    
                    
                    Georgia Southern","$131,400","$5,000","$126,400"
10,312,CLE,,Jesse Berardi,SS,21,/,"CO
                    
                    
                    St. John's (NY)","$131,300","$131,300",
10,313,WSH,,Trey Turner,P,21,/,"CO
                    
                    
                    Missouri State","$131,300","$100,000","$31,300"
10,314,TEX,,John King,P,22,L / L,"CO
                    
                    
                    Houston (TX)","$131,300","$10,000","$121,300"
10,315,CHC,,Brian Glowicki,P,22,/,"CO
                    
                    
                    Minnesota","$131,300","$5,000","$126,300"
11,316,MIN,,Gabriel Rodriguez,OF,18,L / L,Adela Rolon Fuentes HS (PR),"$125,000",Unsigned,
11,317,CIN,,Jared Solomon,P,20,R / R,"JC
                    
                    
                    Lackawanna JC (PA)","$125,000","$207,500","-$82,500"
11,318,SD,,Chandler Newman,P,20,/,"JC
                    
                    
                    Chattahoochee Valley JC (AL)","$125,000","$125,000",
11,319,TB,,Justin Lewis,P,21,/,"CO
                    
                    
                    Kentucky","$125,000",Unsigned,
11,320,ATL,,Drew Lugbauer,C,20,L / R,"CO
                    
                    
                    Michigan","$125,000","$125,100",-$100
11,321,OAK,,Ryan Gridley,SS,22,/,"CO
                    
                    
                    Mississippi State","$125,000","$125,000",
11,322,ARI,,Tra Holmes,CF,21,R / R,"CO
                    
                    
                    Faulkner (AL)","$125,000","$125,000",
11,323,PHI,,Jake Holmes,SS,19,/,"HS
                    
                    
                    Pinnacle HS (AZ)","$125,000","$500,000","-$375,000"
11,324,MIL,,Max Lazar,P,18,R / R,"HS
                    
                    
                    Coral Springs HS (FL)","$125,000","$475,000","-$350,000"
11,325,LAA,,Jerryell Rivera,P,18,/,"HS
                    
                    
                    Maria Teresa Pineiro HS (PR)","$125,000","$450,000","-$325,000"
11,326,COL,,Hunter Williams,P,21,/,Independent League,"$125,000","$125,000",
11,327,CHW,,Will Kincanon,P,21,/,"CO
                    
                    
                    Indiana State","$125,000","$150,000","-$25,000"
11,328,PIT,,Alex Manasa,P,19,/,"JC
                    
                    
                    Jackson JC (MI)","$125,000","$155,000","-$30,000"
11,329,MIA,,Dakota Bennett,P,18,/,"HS
                    
                    
                    Brewer HS (AL)","$125,000","$350,000","-$225,000"
11,330,KC,,Sal Biasi,P,21,/,Penn State,"$125,000","$125,000",
11,331,HOU,,Brandon Bielak,P,21,L / R,"CO
                    
                    
                    Notre Dame (IN)","$125,000","$150,000","-$25,000"
11,332,NYY,,Shawn Semple,P,21,R / R,"CO
                    
                    
                    New Orleans (LA)","$125,000","$147,500","-$22,500"
11,333,SEA,,JP Sears,P,21,R / L,"CO
                    
                    
                    The Citadel (SC)","$125,000","$160,000","-$35,000"
11,334,STL,,Evan Mendoza,P,21,/,"CO
                    
                    
                    North Carolina State","$125,000","$150,000","-$25,000"
11,335,DET,,Garett King,P,21,/,"CO
                    
                    
                    California Baptist","$125,000","$125,000",
11,336,SF,,Doug Still,P,21,/,"CO
                    
                    
                    Missouri State","$125,000","$125,000",
11,337,NYM,,Jack Schneider,CF,19,/,"HS
                    
                    
                    Daviess County HS (KY)","$125,000","$125,000",
11,338,BAL,,Trevor Craport,3B,20,/,"CO
                    
                    
                    Georgia Tech","$125,000","$125,000",
11,339,TOR,,Donnie Sellers,P,21,/,"CO
                    
                    
                    Wake Forest (NC)","$125,000","$125,000",
11,340,LAD,,Jacob Amaya,SS,18,R / R,"HS
                    
                    
                    South Hills HS (CA)","$125,000","$247,500","-$122,500"
11,341,BOS,,Andre Colon,SS,18,/,"HS
                    
                    
                    Washburn Bilingual HS (PR)","$125,000","$125,000",
11,342,CLE,,Matt Turner,P,17,/,"HS
                    
                    
                    Miami Palmetto HS (FL)","$125,000","$200,000","-$75,000"
11,343,WSH,,Justin Connell,OF,18,R / R,"HS
                    
                    
                    American Heritage HS (FL)","$125,000","$125,000",
11,344,TEX,,Obie Ricumstrict,SS,18,/,"HS
                    
                    
                    Mount Pleasant HS (MI)","$125,000","$500,000","-$375,000"
11,345,CHC,,Rollie Lacy,P,22,/,"CO
                    
                    
                    Creighton (NE)","$125,000","$125,000",
12,346,MIN,,Bailey Ober,P,22,R / R,"CO
                    
                    
                    Charleston (SC)","$125,000","$125,000",
12,347,CIN,,Tommy Mace,P,18,/,"HS
                    
                    
                    Sunlake HS (FL)","$125,000",Unsigned,
12,348,SD,,Tom Cosgrove,P,21,/,"CO
                    
                    
                    Manhattan (NY)","$125,000","$115,000","$10,000"
12,349,TB,,Carl Chester,CF,21,/,"CO
                    
                    
                    Miami (FL)","$125,000","$125,000",
12,350,ATL,,Hagen Owenby,C,21,/,"CO
                    
                    
                    East Tennessee State","$125,000","$125,000",
12,351,OAK,,Aaron Arruda,1B,22,/,"CO
                    
                    
                    California State-Fresno","$125,000","$125,000",
12,352,ARI,,Matt Brill,P,22,R / R,"CO
                    
                    
                    Appalachian State (NC)","$125,000","$125,000",
12,353,PHI,,David Parkinson,P,21,/,"CO
                    
                    
                    Mississippi","$125,000","$250,000","-$125,000"
12,354,MIL,,Je'Von Ward,CF,17,/,"HS
                    
                    
                    RIchard Gahr HS (CA)","$125,000","$475,000","-$350,000"
12,355,LAA,,Keith Rogalla,P,21,/,"CO
                    
                    
                    Creighton (NE)","$125,000","$150,000","-$25,000"
12,356,COL,,Matt McLaughlin,SS,21,/,"CO
                    
                    
                    Kansas","$125,000","$125,000",
12,357,CHW,,Justin Yurchak,3B,20,/,"CO
                    
                    
                    Binghamton (NY)","$125,000","$150,000","-$25,000"
12,358,PIT,,Hunter Wolfe,SS,21,/,"JC
                    
                    
                    Walters State JC (TN)","$125,000",Unsigned,
12,359,MIA,,Josh Roberson,P,21,R / R,North Carolina Wilmington,"$125,000","$150,000","-$25,000"
12,360,KC,,Collin Snider,P,21,R / R,"CO
                    
                    
                    Vanderbilt (TN)","$125,000","$125,000",
12,361,HOU,,Jonathan Lacroix,RF,20,/,"JC
                    
                    
                    Seminole State JC (OK)","$125,000","$125,000",
12,362,NYY,,Steven Sensley,RF,21,/,"CO
                    
                    
                    Louisiana-Lafayette","$125,000","$125,000",
12,363,SEA,,Darren McCaughan,P,21,R / R,"CO
                    
                    
                    California State-Long Beach","$125,000","$125,000",
12,364,STL,,Andrew Summerville,P,21,/,"CO
                    
                    
                    Stanford (CA)","$125,000","$125,000",
12,365,DET,,Will Vest,RP,22,R / R,"CO
                    
                    
                    Stephen F. Austin State (TX)","$125,000","$100,000","$25,000"
12,366,SF,,Aaron Bond,CF,20,/,"JC
                    
                    
                    San Jacinto JC (TX)","$125,000","$125,000",
12,367,NYM,,Bryce Hutchinson,P,18,/,"HS
                    
                    
                    DeLand HS (FL)","$125,000","$360,000","-$235,000"
12,368,BAL,,Tucker Baca,P,21,/,"CO
                    
                    
                    St. Katherine (CA)","$125,000","$125,000",
12,369,TOR,,Matt Shannon,P,22,/,"CO
                    
                    
                    Angelo State (TX)","$125,000","$80,000","$45,000"
12,370,LAD,,Andre Jackson,P,21,R / R,"CO
                    
                    
                    Utah","$125,000","$247,500","-$122,500"
12,371,BOS,,Beau Hanna,C,19,/,"HS
                    
                    
                    Winder-Barrow HS (GA)","$125,000","$125,000",
12,372,CLE,,Dante Mendoza,P,18,/,"HS
                    
                    
                    Torrance HS (CA)","$125,000","$125,000",
12,373,WSH,,Jackson Stoeckinger,P,21,/,"JC
                    
                    
                    JC of Central Florida","$125,000","$175,000","-$50,000"
12,374,TEX,,Joseph Jarneski,P,17,/,"HS
                    
                    
                    Hilo HS (HI)","$125,000","$105,000","$20,000"
12,375,CHC,,Ben Hecht,P,22,/,"CO
                    
                    
                    Wichita State (KS)","$125,000","$125,000",
13,376,MIN,,Jared Akins,OF,20,/,"CO
                    
                    
                    California State-Fresno","$125,000","$120,000","$5,000"
13,377,CIN,,Ricky Karcher,RP,19,R / R,"JC
                    
                    
                    Walters State JC (TN)","$125,000","$125,000",
13,378,SD,,Fred Schlichtholz,P,21,/,"CO
                    
                    
                    California State-Fresno","$125,000","$60,000","$65,000"
13,379,TB,,Erik Ostberg,C,21,/,"CO
                    
                    
                    Hartford (CT)","$125,000","$100,000","$25,000"
13,380,ATL,,Connor Simmons,P,21,/,"CO
                    
                    
                    Georgia Southern","$125,000","$125,000",
13,381,OAK,,Wyatt Marks,P,22,/,"CO
                    
                    
                    Louisiana-Lafayette","$125,000","$110,000","$15,000"
13,382,ARI,,Riley Cabral,P,20,/,"JC
                    
                    
                    Chipola JC (FL)","$125,000",Unsigned,
13,383,PHI,,Colby Fitch,C,21,/,"CO
                    
                    
                    Louisville (KY)","$125,000","$200,000","-$75,000"
13,384,MIL,,Abdiel Layer,SS,18,/,"HS
                    
                    
                    Colegio Angel David HS (PR)","$125,000",Unsigned,
13,385,LAA,,Kevin Williams,OF,21,/,"CO
                    
                    
                    Samford (AL)","$125,000","$125,000",
13,386,COL,,Shameko Smith,P,20,/,"JC
                    
                    
                    Polk State JC (FL)","$125,000","$125,000",
13,387,CHW,,Tate Blackman,2B,22,/,"CO
                    
                    
                    Mississippi","$125,000","$100,000","$25,000"
13,388,PIT,,Tristan Gray,1B,21,L / R,"CO
                    
                    
                    Rice (TX)","$125,000","$100,000","$25,000"
13,389,MIA,,Jan Mercado,C,17,/,"HS
                    
                    
                    Puerto Rico Baseball Academy (PR)","$125,000","$225,000","-$100,000"
13,390,KC,,Cason Sherrod,P,21,/,"CO
                    
                    
                    Texas A&M","$125,000",Unsigned,
13,391,HOU,,Jake Meyers,OF,21,R / L,"CO
                    
                    
                    Nebraska-Lincoln","$125,000","$125,000",
13,392,NYY,,Eric Wagaman,1B,19,R / R,"JC
                    
                    
                    Orange Coast JC (CA)","$125,000","$125,000",
13,393,SEA,,Luis Alvarado,P,20,/,"CO
                    
                    
                    Nebraska-Lincoln","$125,000",Unsigned,
13,394,STL,,Jacob Patterson,P,21,/,"CO
                    
                    
                    Texas Tech","$125,000","$100,000","$25,000"
13,395,DET,,Cole Peterson,SS,21,/,"CO
                    
                    
                    St. Bonaventure (NY)","$125,000","$125,000",
13,396,SF,,Tyler Schimpf,P,21,/,"CO
                    
                    
                    Texas","$125,000","$125,000",
13,397,NYM,,Nate Peden,P,18,/,"HS
                    
                    
                    University HS (FL)","$125,000","$125,000",
13,398,BAL,,Reed Hayes,P,22,/,"CO
                    
                    
                    Vanderbilt (TN)","$125,000","$125,000",
13,399,TOR,,Brody Rodning,P,21,/,"CO
                    
                    
                    Minnesota State-Mankato","$125,000","$100,000","$25,000"
13,400,LAD,,Marshall Kasowski,RP,22,L / R,"CO
                    
                    
                    West Texas A&M","$125,000","$125,000",
13,401,BOS,,Garrett Benge,3B,21,/,"CO
                    
                    
                    Oklahoma State","$125,000","$125,000",
13,402,CLE,,Angel López,C,20,/,"JC
                    
                    
                    Northampton JC (PA)","$125,000","$80,000","$45,000"
13,403,WSH,,Eric Senior,OF,19,/,"JC
                    
                    
                    Midland JC (TX)","$125,000","$100,000","$25,000"
13,404,TEX,,Seth Nordlin,P,19,R / R,"JC
                    
                    
                    Gateway JC (AZ)","$125,000","$175,000","-$50,000"
13,405,CHC,,Austin Upshaw,1B,20,/,"CO
                    
                    
                    Kennesaw State (GA)","$125,000","$100,000","$25,000"
14,406,MIN,,Derek Molina,P,19,/,"JC
                    
                    
                    Merced JC (CA)","$125,000","$115,000","$10,000"
14,407,CIN,,Brody Wofford,OF,20,/,"JC
                    
                    
                    Chipola JC (FL)","$125,000",Unsigned,
14,408,SD,,Vijay Miller,P,19,/,"JC
                    
                    
                    East Mississippi JC","$125,000","$125,000",
14,409,TB,,Vincent Byrd,1B,19,/,"JC
                    
                    
                    Long Beach City JC (CA)","$125,000","$100,000","$25,000"
14,410,ATL,,Keith Weisenberg,P,21,/,"CO
                    
                    
                    Stanford (CA)","$125,000","$125,000",
14,411,OAK,,Garrett Mitchell,OF,18,L / R,"HS
                    
                    
                    Orange Lutheran HS (CA)","$125,000",Unsigned,
14,412,ARI,,Keshawn Lynch,2B,20,/,"JC
                    
                    
                    State JC of Florida","$125,000","$75,000","$50,000"
14,413,PHI,,Zach Warren,RP,21,L / L,"CO
                    
                    
                    Tennessee","$125,000","$125,000",
14,414,MIL,,Gage Workman,3B,17,/,"HS
                    
                    
                    Basha HS (AZ)","$125,000",Unsigned,
14,415,LAA,,Sam Fuller,P,18,/,"HS
                    
                    
                    Whitefield Academy (GA)","$125,000","$125,000",
14,416,COL,,Nic Motley,C,20,/,"JC
                    
                    
                    McLennan JC (TX)","$125,000","$125,000",
14,417,CHW,,Alex Destino,OF,21,/,"CO
                    
                    
                    South Carolina","$125,000","$125,000",
14,418,PIT,,Chris Sharpe,CF,21,/,"CO
                    
                    
                    Massachusetts-Lowell","$125,000","$256,000","-$131,000"
14,419,MIA,,Demetrius Sims,SS,22,/,"CO
                    
                    
                    Bethune-Cookman (FL)","$125,000","$100,000","$25,000"
14,420,KC,,Isaiah Henry,OF,18,/,"HS
                    
                    
                    North Shore HS (TX)","$125,000","$297,500","-$172,500"
14,421,HOU,,Carlos Diaz,OF,18,/,"HS
                    
                    
                    Colegio Angel David HS (PR)","$125,000","$125,000",
14,422,NYY,,Harold Cortijo,P,18,/,"HS
                    
                    
                    Riverdale Baptist School (MD)","$125,000","$125,000",
14,423,SEA,,Trevor Casanova,C,21,/,"JC
                    
                    
                    El Camino JC (CA)","$125,000",Unsigned,
14,424,STL,,Donivan Williams,3B,17,/,"HS
                    
                    
                    Harold L. Richards HS (IL)","$125,000","$300,000","-$175,000"
14,425,DET,,Antoine Mistico,OF,19,/,"HS
                    
                    
                    Chandler HS (AZ)","$125,000",Unsigned,
14,426,SF,,Michael Sexton,3B,22,/,"CO
                    
                    
                    The Master's University (CA)","$125,000","$2,500","$122,500"
14,427,NYM,,Matthew Duce,C,21,/,"CO
                    
                    
                    Dallas Baptist (TX)","$125,000",Unsigned,
14,428,BAL,,Cameron Ming,P,21,/,"CO
                    
                    
                    Arizona","$125,000","$125,000",
14,429,TOR,,P.K. Morris,1B,18,/,"HS
                    
                    
                    George M. Steinbrenner HS (FL)","$125,000","$206,000","-$81,000"
14,430,LAD,,Josh McLain,OF,20,/,"CO
                    
                    
                    North Carolina State","$125,000",Unsigned,
14,431,BOS,,Aaron Perry,P,18,R / R,"HS
                    
                    
                    Hurricane HS (WV)","$125,000","$172,500","-$47,500"
14,432,CLE,,Oscar Serratos,SS,17,/,"HS
                    
                    
                    Grayson HS (GA)","$125,000",Unsigned,
14,433,WSH,,Anthony Peroni,C,20,/,"JC
                    
                    
                    Mercer County JC (NJ)","$125,000","$100,000","$25,000"
14,434,TEX,,Alex Eubanks,P,21,/,"CO
                    
                    
                    Clemson (SC)","$125,000","$150,000","-$25,000"
14,435,CHC,,Luis Vazquez,SS,17,/,"HS
                    
                    
                    Alberto Melendez Torres HS (PR)","$125,000","$125,000",
15,436,MIN,,Rickey Ramirez,P,20,R / R,"CO
                    
                    
                    California State-Fresno","$125,000","$115,000","$10,000"
15,437,CIN,,Nate Scantlin,OF,18,/,"HS
                    
                    
                    Rose Hill HS (KS)","$125,000","$125,000",
15,438,SD,,Cole Bellinger,P,17,/,"HS
                    
                    
                    Hamilton HS (AZ)","$125,000","$350,000","-$225,000"
15,439,TB,,Bryce Brown,OF,20,/,Jackson State,"$125,000","$90,000","$35,000"
15,440,ATL,,Austin Bush,1B,21,/,"CO
                    
                    
                    California-Santa Barbara","$125,000","$125,000",
15,441,OAK,,Josh Reagan,P,22,/,"CO
                    
                    
                    South Carolina","$125,000","$2,500","$122,500"
15,442,ARI,,Clayton Keyes,OF,18,/,"HS
                    
                    
                    Bishop Carroll HS (AB)","$125,000",Unsigned,
15,443,PHI,,Alex Garcia,P,21,/,"CO
                    
                    
                    California-Santa Barbara","$125,000","$125,000",
15,444,MIL,,Christian Santana,P,18,/,"HS
                    
                    
                    American Heritage HS (FL)","$125,000",Unsigned,
15,445,LAA,,Hunter Brittain,C,18,/,"HS
                    
                    
                    Miller HS (AL)","$125,000",Unsigned,
15,446,COL,,Colton Hathcock,P,21,/,"CO
                    
                    
                    Memphis (TN)","$125,000","$100,000","$25,000"
15,447,CHW,,Tyler Frost,OF,21,/,"CO
                    
                    
                    Gonzaga (WA)","$125,000","$75,000","$50,000"
15,448,PIT,,Gavin Wallace,P,21,/,"CO
                    
                    
                    Fairfield (CT)","$125,000","$80,000","$45,000"
15,449,MIA,,Brady Puckett,P,21,/,"CO
                    
                    
                    Lipscomb (TN)","$125,000","$125,000",
15,450,KC,,Robert Garcia,P,21,/,"CO
                    
                    
                    California-Davis","$125,000","$125,000",
15,451,HOU,,Kyle Davis,2B,21,/,"CO
                    
                    
                    West Virginia","$125,000","$125,000",
15,452,NYY,,Aaron McGarity,P,22,R / R,"CO
                    
                    
                    Virginia Tech","$125,000","$125,000",
15,453,SEA,,Tommy Romero,SP,20,R / R,"JC
                    
                    
                    Eastern Florida State JC","$125,000","$125,000",
15,454,STL,,Terry Fuller,OF,18,/,"HS
                    
                    
                    Griffin HS (GA)","$125,000","$200,000","-$75,000"
