Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
7,213,SEA,,Brock Moore,P,24,R / R,"CO
                    
                    
                    Oregon","$261,600","$200,000","$61,600"
7,214,MIA,,Nick Brink,P,22,R / R,"CO
                    
                    
                    Portland (OR)","$259,600","$195,000","$64,600"
7,215,MIL,,Mason Molina,P,21,R / L,"CO
                    
                    
                    Arkansas","$257,400","$254,900","$2,500"
7,216,TB,,Ryan Andrade,P,21,R / R,"CO
                    
                    
                    Pittsburgh (PA)","$255,500","$253,000","$2,500"
7,217,TOR,,Austin Cates,P,21,L / R,"CO
                    
                    
                    Nevada-Las Vegas","$253,300","$222,500","$30,800"
7,218,MIN,,Eli Jones,P,21,R / R,"CO
                    
                    
                    South Carolina","$251,500","$212,500","$39,000"
7,219,BAL,,Carson Dorsey,P,21,L / L,"CO
                    
                    
                    Florida State","$249,400","$246,500","$2,900"
7,220,LAD,,Elijah Hainline,SS,21,R / R,"CO
                    
                    
                    Oregon State","$247,900","$197,500","$50,400"
7,221,ATL,,Brett Sears,P,24,R / R,"CO
                    
                    
                    Nebraska","$245,900","$12,500","$233,400"
7,222,PHI,,Joel Dragoo,OF,21,R / R,"CO
                    
                    
                    Presbyterian (SC)","$244,300","$222,500","$21,800"
7,223,HOU,,Joseph Sullivan,OF,22,L / L,"CO
                    
                    
                    South Alabama","$242,400","$239,900","$2,500"
7,224,ARI,,Luke Craig,P,22,L / L,"CO
                    
                    
                    North Carolina-Wilmington","$240,600","$190,000","$50,600"
7,225,TEX,,Rafe Perich,3B,22,S / R,"CO
                    
                    
                    Lehigh (PA)","$238,900","$175,000","$63,900"
8,226,OAK,,Davis Diaz,3B,21,R / R,"CO
                    
                    
                    Vanderbilt (TN)","$237,400","$250,000","-$12,600"
8,227,KC,,Nick Conte,P,22,R / R,"CO
                    
                    
                    Duke (NC)","$235,900","$157,500","$78,400"
8,228,COL,,Luke Jewett,P,21,R / R,"CO
                    
                    
                    California-Los Angeles","$234,200","$234,200",
8,229,CHW,,Aaron Combs,P,21,R / R,"CO
                    
                    
                    Tennessee","$232,200","$247,500","-$15,300"
8,230,WSH,,Sam Petersen,OF,21,R / R,"CO
                    
                    
                    Iowa","$230,900","$230,900",
8,231,STL,,Jack Findlay,P,21,L / L,"CO
                    
                    
                    Notre Dame (IN)","$229,000","$400,000","-$171,000"
8,232,LAA,,Randy Flores,SS,23,L / R,"CO
                    
                    
                    Alabama State","$227,700","$1,000","$226,700"
8,233,NYM,,Ryan Lambert,P,21,R / R,"CO
                    
                    
                    Oklahoma","$226,000","$172,500","$53,500"
8,234,PIT,,Gavin Adams,P,21,R / R,"CO
                    
                    
                    Florida State","$224,500","$172,500","$52,000"
8,235,CLE,,Donovan Zsak,P,21,L / L,"CO
                    
                    
                    Rutgers (NJ)","$222,800","$200,000","$22,800"
8,236,DET,,Ethan Sloan,P,21,L / L,"CO
                    
                    
                    Regis (CO)","$221,400","$27,500","$193,900"
8,237,BOS,,Conrad Cason,TWP,17,R / R,"HS
                    
                    
                    Greater Atlanta Christian HS (GA)","$219,900","$1,250,000","-$1,030,100"
8,238,SF,,Niko Mazza,P,22,L / R,"CO
                    
                    
                    Southern Mississippi","$218,600","$202,500","$16,100"
8,239,CIN,,Luke Hayden,P,21,R / R,"CO
                    
                    
                    Indiana State","$217,400","$197,500","$19,900"
8,240,SD,,Nick Wissman,P,23,R / R,"CO
                    
                    
                    Dayton (OH)","$216,200","$10,000","$206,200"
8,241,NYY,,Tyler Wilson,OF,22,S / R,"CO
                    
                    
                    Grand Canyon (AZ)","$215,100","$47,500","$167,600"
8,242,CHC,,Edgar Alvarez,1B,23,L / R,"CO
                    
                    
                    Nicholls State (LA)","$213,900","$125,000","$88,900"
8,243,SEA,,Will Riley,P,22,R / R,"CO
                    
                    
                    Virginia Military Institute","$212,900","$120,000","$92,900"
8,244,MIA,,Jacob Jenkins-Cowart,OF,21,L / R,"CO
                    
                    
                    East Carolina (NC)","$211,600","$211,600",
8,245,MIL,,Sam Garcia,P,22,L / L,"CO
                    
                    
                    Oklahoma State","$210,700","$55,000","$155,700"
8,246,TB,,Jayden Voelker,P,22,L / R,"JC
                    
                    
                    Northern Essex JC (MA)","$209,800","$147,500","$62,300"
8,247,TOR,,Eddie Micheletti Jr.,OF,22,L / R,"CO
                    
                    
                    Virginia Tech","$208,700","$147,500","$61,200"
8,248,MIN,,Jakob Hall,P,21,R / R,"CO
                    
                    
                    Oral Roberts (OK)","$207,800","$147,500","$60,300"
8,249,BAL,,Colin Tuft,C,21,R / R,"CO
                    
                    
                    Tulane (LA)","$206,900","$182,500","$24,400"
8,250,LAD,,Brendan Tunink,OF,18,L / L,"HS
                    
                    
                    Newman Central Catholic HS (IL)","$205,800","$410,000","-$204,200"
8,251,ATL,,Logan Samuels,P,22,R / R,"CO
                    
                    
                    Montevallo (AL)","$205,300","$7,500","$197,800"
8,252,PHI,,Camron Hill,P,21,L / L,"CO
                    
                    
                    Georgia Tech","$204,400","$197,500","$6,900"
8,253,HOU,,Dylan Howard,P,21,R / R,"CO
                    
                    
                    Radford (VA)","$203,500","$201,000","$2,500"
8,254,ARI,,Travis Garnett,P,21,R / L,"CO
                    
                    
                    William & Mary (VA)","$202,800","$175,000","$27,800"
8,255,TEX,,Anthony Susac,P,21,R / R,"CO
                    
                    
                    Arizona","$202,000","$200,000","$2,000"
9,256,OAK,,Jared Sprague-Lott,3B,22,R / R,"CO
                    
                    
                    Arkansas","$201,300","$50,000","$151,300"
9,257,KC,,Canyon Brown,C,20,R / R,"CO
                    
                    
                    North Carolina A&T","$200,600","$197,500","$3,100"
9,258,COL,,Tommy Hopfe,1B,21,S / R,"CO
                    
                    
                    California State-Fresno","$200,000","$100,000","$100,000"
9,259,CHW,,Jack Young,P,22,R / R,"CO
                    
                    
                    Iowa","$199,200","$7,500","$191,700"
9,260,WSH,,Jackson Ross,3B,24,R / R,"CO
                    
                    
                    Mississippi","$198,600","$2,000","$196,600"
9,261,STL,,Cade McGee,3B,21,R / R,"CO
                    
                    
                    Texas Tech","$198,000","$275,000","-$77,000"
9,262,LAA,,Derek Clark,P,22,L / L,"CO
                    
                    
                    West Virginia","$197,500","$1,000","$196,500"
9,263,NYM,,Jaxon Jelkin,P,21,R / R,"CO
                    
                    
                    Houston (TX)","$196,700",Unsigned,
9,264,PIT,,Duce Gourson,SS,21,L / R,"CO
                    
                    
                    California-Los Angeles","$196,100","$187,500","$8,600"
9,265,CLE,,Sean Matson,P,22,S / R,"CO
                    
                    
                    Harvard (MA)","$195,700","$175,000","$20,700"
9,266,DET,,Zach Swanson,P,18,R / R,"HS
                    
                    
                    Toutle Lake HS (WA)","$195,100","$722,500","-$527,400"
9,267,BOS,,Hudson White,C,21,R / R,"CO
                    
                    
                    Arkansas","$194,600","$185,000","$9,600"
9,268,SF,,Zane Zielinski,SS,22,R / R,"CO
                    
                    
                    Illinois-Chicago","$194,200","$17,500","$176,700"
9,269,CIN,,Ryan McCrystal,C,21,L / R,"CO
                    
                    
                    East Carolina (NC)","$193,600","$147,500","$46,100"
9,270,SD,,Zach Evans,SS,22,R / R,"CO
                    
                    
                    Lenoir-Rhyne (NC)","$193,000","$10,000","$183,000"
9,271,NYY,,Tanner Bauman,P,22,L / L,"CO
                    
                    
                    Auburn (AL)","$192,600","$37,500","$155,100"
9,272,CHC,,Brooks Caple,P,21,R / R,"CO
                    
                    
                    Lamar (TX)","$192,100","$125,000","$67,100"
9,273,SEA,,Aiden Butler,P,20,R / R,"CO
                    
                    
                    Polk State (FL)","$191,600","$250,000","-$58,400"
9,274,MIA,,Dub Gleed,3B,21,R / R,"CO
                    
                    
                    California-Irvine","$191,300","$188,800","$2,500"
9,275,MIL,,Griffin Tobias,P,19,R / R,"HS
                    
                    
                    Lake Central HS (IN)","$190,900","$247,500","-$56,600"
9,276,TB,,Garrett Gainey,P,24,L / L,"CO
                    
                    
                    South Carolina","$190,400","$97,500","$92,900"
9,277,TOR,,Colby Holcombe,P,21,R / R,"CO
                    
                    
                    Mississippi State","$190,100","$197,500","-$7,400"
9,278,MIN,,Jason Doktorczyk,P,21,R / R,"CO
                    
                    
                    Nevada","$189,500","$187,000","$2,500"
9,279,BAL,,Jack Crowder,P,21,R / R,"CO
                    
                    
                    Illinois","$189,000","$27,500","$161,500"
9,280,LAD,,Kole Myers,OF,23,L / R,"CO
                    
                    
                    Troy (AL)","$188,800","$2,500","$186,300"
9,281,ATL,,Owen Hackman,P,22,R / R,"CO
                    
                    
                    Loyola Marymount (CA)","$188,600","$2,500","$186,100"
9,282,PHI,,Marcus Morgan,P,21,R / R,"CO
                    
                    
                    Iowa","$188,200","$185,700","$2,500"
9,283,HOU,,Ryan Smith,P,21,R / R,"CO
                    
                    
                    Illinois-Chicago","$187,800","$177,500","$10,300"
9,284,ARI,,Ben McLaughlin,3B,22,L / R,"CO
                    
                    
                    Arkansas","$187,600","$75,000","$112,600"
9,285,TEX,,Keith Jones II,OF,22,L / L,"CO
                    
                    
                    New Mexico State","$187,100","$30,000","$157,100"
10,286,OAK,,Cameron Leary,OF,22,L / L,"CO
                    
                    
                    Boston College (MA)","$186,400","$50,000","$136,400"
10,287,KC,,Nate Ackenhausen,P,22,L / L,"CO
                    
                    
                    Louisiana State","$186,200","$47,500","$138,700"
10,288,COL,,Fisher Jameson,P,21,R / R,"CO
                    
                    
                    Florida","$185,800","$185,800",
10,289,CHW,,Cole McConnell,OF,23,L / L,"CO
                    
                    
                    Louisiana Tech","$185,500","$7,500","$178,000"
10,290,WSH,,Luke Johnson,P,22,R / R,"CO
                    
                    
                    Maryland-Baltimore","$185,200","$2,000","$183,200"
10,291,STL,,Bryce Madron,OF,23,L / L,"CO
                    
                    
                    Oklahoma","$185,000","$50,000","$135,000"
10,292,LAA,,Ryan Nicholson,1B,23,L / L,"CO
                    
                    
                    Kentucky","$184,700","$1,000","$183,700"
10,293,NYM,,Brendan Girton,P,22,R / R,"CO
                    
                    
                    Oklahoma","$184,300","$122,500","$61,800"
10,294,PIT,,Derek Berg,C,22,R / R,"CO
                    
                    
                    United States Military Academy (NY)","$183,800","$172,500","$11,300"
10,295,CLE,,Chase Mobley,P,18,R / R,"HS
                    
                    
                    Durant HS (FL)","$183,600","$1,800,000","-$1,616,400"
10,296,DET,,R.J. Sales,P,20,R / R,"CO
                    
                    
                    North Carolina-Wilmington","$183,000","$147,500","$35,500"
10,297,BOS,,Devin Futrell,P,21,L / L,"CO
                    
                    
                    Vanderbilt (TN)","$182,800","$250,000","-$67,200"
10,298,SF,,Cade Vernon,P,22,S / R,"CO
                    
                    
                    Murray State (KY)","$182,600","$17,500","$165,100"
10,299,CIN,,Yanuel Casiano,C,17,R / R,"HS
                    
                    
                    Albergue Olímpico Baseball Academy...","$182,200","$122,500","$59,700"
10,300,SD,,Jack Costello,3B,23,R / R,"CO
                    
                    
                    San Diego (CA)","$181,800","$10,000","$171,800"
10,301,NYY,,Joe Delossantos,OF,23,R / R,"CO
                    
                    
                    William & Mary (VA)","$181,600","$7,500","$174,100"
10,302,CHC,,Matt Halbach,3B,21,R / R,"CO
                    
                    
                    California-San Diego","$181,400","$180,000","$1,400"
10,303,SEA,,Anthony Donofrio,OF,24,L / R,"CO
                    
                    
                    North Carolina","$181,100","$50,000","$131,100"
10,304,MIA,,Michael Snyder,3B,23,R / R,"CO
                    
                    
                    Oklahoma","$180,700","$17,500","$163,200"
10,305,MIL,,Ethan Dorchies,P,17,R / R,"HS
                    
                    
                    Cary-Grove HS (IL)","$180,400","$162,500","$17,900"
10,306,TB,,Trey Pooser,P,22,R / R,"CO
                    
                    
                    Kentucky","$180,300","$72,500","$107,800"
10,307,TOR,,Carter Cunningham,OF,23,L / R,"CO
                    
                    
                    East Carolina (NC)","$180,000","$22,500","$157,500"
10,308,MIN,,Peyton Carr,3B,22,R / R,"CO
                    
                    
                    High Point (NC)","$179,700","$42,500","$137,200"
10,309,BAL,,Christian Rodriguez,P,22,R / R,"CO
                    
                    
                    California State-Fullerton","$179,200","$147,500","$31,700"
10,310,LAD,,Seamus Barrett,P,23,R / R,"CO
                    
                    
                    Loyola Marymount (CA)","$179,000","$5,000","$174,000"
10,311,ATL,,Jacob Kroeger,P,24,L / L,"CO
                    
                    
                    Maryville (MO)","$178,800","$2,500","$176,300"
10,312,PHI,,Brady Day,SS,22,L / R,"CO
                    
                    
                    Kansas State","$178,800","$176,300","$2,500"
10,313,HOU,,Ramsey David,P,23,R / R,"CO
                    
                    
                    Southeastern (FL)","$178,800","$105,000","$73,800"
10,314,ARI,,Trent Youngblood,OF,22,L / R,"CO
                    
                    
                    Transylvania (KY)","$178,800","$50,000","$128,800"
10,315,TEX,,Jake Jekielek,P,21,R / R,"CO
                    
                    
                    Northwood (MI)","$178,800","$20,000","$158,800"
11,316,OAK,,Kyle Robinson,P,21,R / R,"CO
                    
                    
                    Texas Tech","$150,000","$150,000",
11,317,KC,,Zachary Cawyer,P,21,R / R,"CO
                    
                    
                    Texas Christian","$150,000","$150,000",
11,318,COL,,Alan Espinal,C,22,R / R,"CO
                    
                    
                    Vanderbilt (TN)","$150,000","$200,000","-$50,000"
11,319,CHW,,Blake Shepardson,P,21,R / R,"CO
                    
                    
                    San Francisco (CA)","$150,000","$150,000",
11,320,WSH,,Merritt Beeker,P,22,R / L,"CO
                    
                    
                    Ball State (IN)","$150,000","$150,000",
11,321,STL,,Jon Jon Gazdar,SS,22,R / R,"CO
                    
                    
                    Austin Peay State (TN)","$150,000","$250,000","-$100,000"
11,322,LAA,,Trey Gregory-Alford,P,18,R / R,"HS
                    
                    
                    Coronado HS (CO)","$150,000","$1,957,500","-$1,807,500"
11,323,NYM,,Nick Roselli,2B,21,L / R,"CO
                    
                    
                    Binghamton (NY)","$150,000","$150,000",
11,324,PIT,,Jacob Bimbi,P,22,L / L,"CO
                    
                    
                    Western Kentucky","$150,000","$180,000","-$30,000"
11,325,CLE,,Garrett Howe,SS,22,L / R,"CO
                    
                    
                    Samford (AL)","$150,000","$150,000",
11,326,DET,,Micah Ashman,P,21,L / L,"CO
                    
                    
                    Utah","$150,000","$150,000",
11,327,BOS,,Steven Brooks,P,21,R / R,"CO
                    
                    
                    Cal Poly-San Luis Obispo","$150,000","$200,000","-$50,000"
11,328,SF,,Andy Polanco,OF,19,R / R,"HS
                    
                    
                    Central Pointe Christian Academy (F...","$150,000","$150,000",
11,329,CIN,,Edgar Colon,P,18,R / R,"HS
                    
                    
                    Felix Varela Senior HS (FL)","$150,000","$247,500","-$97,500"
11,330,SD,,Sean Barnett,TWP,21,R / R,"CO
                    
                    
                    Wingate (NC)","$150,000","$175,000","-$25,000"
11,331,NYY,,Mack Estrada,P,19,R / R,"JC
                    
                    
                    Northwest Florida State JC","$150,000","$640,340","-$490,340"
11,332,CHC,,Eli Lovich,OF,18,L / L,"HS
                    
                    
                    Blue Valley West HS (KS)","$150,000","$650,000","-$500,000"
11,333,SEA,,Christian Little,P,21,R / R,"CO
                    
                    
                    Louisiana State","$150,000","$200,000","-$50,000"
11,334,MIA,,Jake Faherty,P,21,R / R,"CO
                    
                    
                    Arkansas","$150,000","$200,000","-$50,000"
11,335,MIL,,Caedmon Parker,P,21,R / R,"CO
                    
                    
                    Texas Christian","$150,000",Unsigned,
11,336,TB,,Cade Citelli,P,22,R / R,"CO
                    
                    
                    Houston (TX)","$150,000","$150,000",
11,337,TOR,,Troy Guthrie,P,18,R / R,"HS
                    
                    
                    Parrish Community HS (FL)","$150,000","$200,000","-$50,000"
11,338,MIN,,Michael Carpenter,P,19,R / L,"JC
                    
                    
                    Madison JC (WI)","$150,000","$508,500","-$358,500"
11,339,BAL,,Sebastian Gongora,P,22,L / L,"CO
                    
                    
                    Louisville (KY)","$150,000","$150,000",
11,340,LAD,,Aidan Foeller,P,22,R / R,"CO
                    
                    
                    Southern Illinois-Carbondale","$150,000","$147,500","$2,500"
11,341,ATL,,Patrick Clohisy,OF,22,L / L,"CO
                    
                    
                    St. Louis (MO)","$150,000","$150,000",
11,342,PHI,,Titan Hayes,P,22,R / R,"CO
                    
                    
                    Austin Peay State (TN)","$150,000","$150,000",
11,343,HOU,,Jason Schiavone,C,21,R / R,"CO
                    
                    
                    James Madison (VA)","$150,000","$150,000",
11,344,ARI,,Bo Walker,OF,18,R / R,"HS
                    
                    
                    Starrs Mill HS (GA)","$150,000","$500,000","-$350,000"
11,345,TEX,,Dalton Pence,P,21,L / L,"CO
                    
                    
                    North Carolina","$150,000","$350,000","-$200,000"
12,346,OAK,,Ali Camarillo,SS,21,R / R,"CO
                    
                    
                    Texas A&M","$150,000","$250,000","-$100,000"
12,347,KC,,Tommy Molsky,P,21,R / R,"CO
                    
                    
                    Oklahoma State","$150,000","$150,000",
12,348,COL,,Everett Catlett,P,22,L / L,"CO
                    
                    
                    Georgetown (DC)","$150,000","$200,000","-$50,000"
12,349,CHW,,Nathan Archer,OF,21,L / R,"CO
                    
                    
                    Bowling Green (OH)","$150,000","$150,000",
12,350,WSH,,Alexander Meckley,P,21,R / R,"CO
                    
                    
                    Coastal Carolina (SC)","$150,000","$150,000",
12,351,STL,,Ian Petrutz,OF,21,L / L,"CO
                    
                    
                    Alabama","$150,000","$250,000","-$100,000"
12,352,LAA,,Fran Oschell III,P,21,R / R,"CO
                    
                    
                    Duke (NC)","$150,000","$150,000",
12,353,NYM,,Ethan Lanthier,P,21,R / R,"CO
                    
                    
                    Kansas","$150,000","$150,000",
12,354,PIT,,Camden Janik,C,22,R / R,"CO
                    
                    
                    Illinois","$150,000","$120,000","$30,000"
12,355,CLE,,Sean Heppner,P,21,R / R,"CO
                    
                    
                    British Columbia (B.C.)","$150,000","$150,000",
12,356,DET,,Jude Warwick,SS,18,L / R,"HS
                    
                    
                    Downers Grove North HS (IL)","$150,000","$247,500","-$97,500"
12,357,BOS,,Brady Tygart,P,21,R / R,"CO
                    
                    
                    Arkansas","$150,000","$300,000","-$150,000"
12,358,SF,,Zander Darby,3B,21,L / R,"CO
                    
                    
                    California-Santa Barbara","$150,000","$150,000",
12,359,CIN,,Will Cannon,P,21,R / R,"CO
                    
                    
                    Auburn (AL)","$150,000","$150,000",
12,360,SD,,Brandon Butterworth,P,21,R / R,"CO
                    
                    
                    North Carolina State","$150,000","$150,000",
12,361,NYY,,Brendan Jones,OF,22,L / L,"CO
                    
                    
                    Kansas State","$150,000","$150,000",
12,362,CHC,,Daniel Avitia,SP,21,R / R,"CO
                    
                    
                    Grand Canyon (AZ)","$150,000","$150,000",
12,363,SEA,,Evan Truitt,P,21,R / R,"CO
                    
                    
                    Charleston Southern (SC)","$150,000","$150,000",
12,364,MIA,,Connor Caskenette,C,22,R / R,"CO
                    
                    
                    Purdue (IN)","$150,000","$100,000","$50,000"
12,365,MIL,,Tyson Hardin,P,22,R / R,"CO
                    
                    
                    Mississippi State","$150,000","$147,500","$2,500"
12,366,TB,,Jack Lines,SS,18,L / R,"HS
                    
                    
                    TNXL Academy (FL)","$150,000","$397,500","-$247,500"
12,367,TOR,,Carson Messina,P,18,R / R,"HS
                    
                    
                    Summerville HS (SC)","$150,000","$550,000","-$400,000"
12,368,MIN,,Christian Becerra,P,21,R / R,"CO
                    
                    
                    California","$150,000","$150,000",
12,369,BAL,,Andrew Tess,C,17,R / R,"HS
                    
                    
                    Calvary Christian HS (FL)","$150,000","$347,500","-$197,500"
12,370,LAD,,Cody Morse,P,21,L / L,"JC
                    
                    
                    Weatherford JC (TX)","$150,000","$147,500","$2,500"
12,371,ATL,,Cayman Goode,P,19,R / R,"HS
                    
                    
                    Douglas S. Freeman School (VA)","$150,000","$161,500","-$11,500"
12,372,PHI,,A.J. Wilson,P,23,L / L,"CO
                    
                    
                    North Carolina-Charlotte","$150,000","$50,000","$100,000"
12,373,HOU,,Ryan Verdugo,P,21,R / R,"CO
                    
                    
                    California State-Bakersfield","$150,000","$172,500","-$22,500"
12,374,ARI,,John West,P,22,R / R,"CO
                    
                    
                    Boston College (MA)","$150,000","$150,000",
12,375,TEX,,Josh Springer,C,18,R / R,"HS
                    
                    
                    Corona HS (CA)","$150,000","$200,000","-$50,000"
13,376,OAK,,Riley Huge,P,22,L / L,"CO
                    
                    
                    Winthrop (SC)","$150,000","$150,000",
13,377,KC,,Sam Kulasingam,1B,23,S / R,"CO
                    
                    
                    Air Force (CO)","$150,000","$150,000",
13,378,COL,,Justin Loer,P,21,R / L,"CO
                    
                    
                    Louisiana State","$150,000","$150,000",
13,379,CHW,,Pierce George,P,21,R / R,"CO
                    
                    
                    Alabama","$150,000","$197,500","-$47,500"
13,380,WSH,,Bryant Olson,P,21,L / L,"CO
                    
                    
                    Mercer (GA)","$150,000","$150,000",
13,381,STL,,Nolan Sparks,P,21,R / R,"CO
                    
                    
                    Rochester (NY)","$150,000","$250,000","-$100,000"
13,382,LAA,,Fulton Lockhart,P,20,R / R,"CO
                    
                    
                    Central Florida","$150,000","$150,000",
13,383,NYM,,R.J. Gordon,P,22,R / R,"CO
                    
                    
                    Oregon","$150,000","$150,000",
13,384,PIT,,Matt McShane,P,21,R / R,"CO
                    
                    
                    St. Joseph's (PA)","$150,000","$150,000",
13,385,CLE,,Bennett Thompson,C,21,R / R,"CO
                    
                    
                    Oregon","$150,000","$150,000",
13,386,DET,,Lucas Elissalt,P,20,R / R,"JC
                    
                    
                    Chipola JC (FL)","$150,000","$187,500","-$37,500"
13,387,BOS,,Shea Sprague,P,21,R / L,"CO
                    
                    
                    North Carolina","$150,000","$155,000","-$5,000"
13,388,SF,,Drake George,P,22,R / R,"CO
                    
                    
                    Lewis-Clark State (ID)","$150,000","$150,000",
13,389,CIN,,Anthony Stephan,OF,21,L / R,"CO
                    
                    
                    Virginia","$150,000","$150,000",
13,390,SD,,Matthew Watson,P,22,R / R,"CO
                    
                    
                    Texas A&M-Corpus Christi","$150,000","$150,000",
13,391,NYY,,Dillon Lewis,OF,21,R / R,"CO
                    
                    
                    Queens University of Charlotte (NC)","$150,000","$150,000",
13,392,CHC,,Evan Aschenbeck,P,23,R / L,"CO
                    
                    
                    Texas A&M","$150,000","$150,000",
13,393,SEA,,Brandon Eike,3B,22,R / R,"CO
                    
                    
                    Virginia Commonwealth","$150,000","$150,000",
13,394,MIA,,Cody Schrier,SS,21,R / R,"CO
                    
                    
                    California-Los Angeles","$150,000","$150,000",
13,395,MIL,,Joey Broughton,P,18,R / L,"HS
                    
                    
                    Northville HS (MI)","$150,000","$535,000","-$385,000"
13,396,TB,,Connor Hujsak,OF,22,R / R,"CO
                    
                    
                    Mississippi State","$150,000","$150,000",
13,397,TOR,,Brock Tibbitts,C,21,R / R,"CO
                    
                    
                    Indiana","$150,000","$150,000",
13,398,MIN,,Xavier Kolhosser,P,21,R / R,"CO
                    
                    
                    St. John's (NY)","$150,000","$150,000",
13,399,BAL,,Brandon Downer,P,21,R / R,"CO
                    
                    
                    California Baptist","$150,000","$150,000",
13,400,LAD,,Mike Villani,P,21,R / R,"CO
                    
                    
                    California State-Long Beach","$150,000","$147,500","$2,500"
13,401,ATL,,Colby Jones,SS,20,R / R,"JC
                    
                    
                    Northwest Florida State JC","$150,000","$150,000",
13,402,PHI,,Tegan Cain,P,21,L / R,"CO
                    
                    
                    Kansas","$150,000","$150,000",
13,403,HOU,,Bryce Boettcher,OF,22,R / R,"CO
                    
                    
                    Oregon","$150,000","$150,000",
13,404,ARI,,Kyle Ayers,P,21,L / R,"CO
                    
                    
                    Texas Christian","$150,000","$150,000",
13,405,TEX,,Aidan Deakins,P,20,L / L,"JC
                    
                    
                    Wabash Valley JC (IL)","$150,000","$150,000",
14,406,OAK,,Ryan Magdic,P,24,L / L,"CO
                    
                    
                    Missouri","$150,000","$35,000","$115,000"
14,407,KC,,Kyle DeGroat,P,18,L / R,"HS
                    
                    
                    Wallkill HS (NY)","$150,000","$347,500","-$197,500"
14,408,COL,,Sam Gerth,P,19,R / R,"JC
                    
                    
                    Navarro JC (TX)","$150,000","$300,000","-$150,000"
14,409,CHW,,Justin Sinibaldi,P,22,L / L,"CO
                    
                    
                    Rutgers (NJ)","$150,000","$150,000",
14,410,WSH,,Yoel Tejeda Jr.,P,21,S / R,"CO
                    
                    
                    Florida State","$150,000","$225,000","-$75,000"
14,411,STL,,Mason Burns,P,22,R / R,"CO
                    
                    
                    Western Kentucky","$150,000","$80,000","$70,000"
14,412,LAA,,Najer Victor,P,22,R / R,"CO
                    
                    
                    Central Florida","$150,000","$150,000",
14,413,NYM,,Tanner Witt,P,22,R / R,"CO
                    
                    
                    Texas","$150,000","$222,500","-$72,500"
14,414,PIT,,Ian Farrow,OF,21,R / R,"CO
                    
                    
                    Florida Gulf Coast","$150,000","$25,000","$125,000"
14,415,CLE,,Ryan Cesarini,OF,21,L / R,"CO
                    
                    
                    St. Joesph's (PA)","$150,000","$150,000",
14,416,DET,,Preston Howey,P,22,R / R,"CO
                    
                    
                    St. Mary's College (CA)","$150,000","$150,000",
14,417,BOS,,Alex Bouchard,P,20,R / R,"CO
                    
                    
                    Lehigh (PA)","$150,000","$150,000",
14,418,SF,,Jeremiah Jenkins,1B,21,L / L,"CO
                    
                    
                    Maine","$150,000","$150,000",
14,419,CIN,,Adrian Areizaga,SS,18,R / R,"HS
                    
                    
                    Leadership Christian Academy (PR)","$150,000",Unsigned,
14,420,SD,,Brendan Durfee,C,22,L / R,"CO
                    
                    
                    California-Santa Barbara","$150,000","$150,000",
14,421,NYY,,Austin Green,2B,22,S / R,"CO
                    
                    
                    Texas Tech","$150,000","$150,000",
14,422,CHC,,Cameron Sisneros,1B,23,L / L,"CO
                    
                    
                    East Tennessee State","$150,000","$100,000","$50,000"
14,423,SEA,,Austin St. Laurent,3B,22,R / R,"CO
                    
                    
                    Appalachian State (NC)","$150,000","$75,000","$75,000"
14,424,MIA,,Cam Clayton,SS,22,R / R,"CO
                    
                    
                    Washington","$150,000","$150,000",
14,425,MIL,,James Nunnallee,C,18,L / R,"HS
                    
                    
                    Lightridge HS (VA)","$150,000",Unsigned,
14,426,TB,,Ryan Schiefer,P,20,R / R,"CO
                    
                    
                    Arizona State","$150,000","$150,000",
14,427,TOR,,J.R. Freethy,2B,21,S / R,"CO
                    
                    
                    Nevada-Reno","$150,000","$150,000",
14,428,MIN,,Jacob Kisting,P,21,R / R,"CO
                    
                    
                    Bradley (IL)","$150,000","$125,000","$25,000"
14,429,BAL,,Cohen Achen,P,22,R / R,"CO
                    
                    
                    Lindsey Wilson (KY)","$150,000","$25,000","$125,000"
14,430,LAD,,Will Gagnon,P,20,L / R,"JC
                    
                    
                    Reedley JC (CA)","$150,000","$147,500","$2,500"
14,431,ATL,,Mason Guerra,1B,21,R / R,"CO
                    
                    
                    Oregon State","$150,000","$150,000",
14,432,PHI,,Jared Spencer,P,21,L / L,Indiana State,"$150,000",Unsigned,
14,433,HOU,,Ryan Mathiesen,P,21,R / R,"CO
                    
                    
                    The Master's University (CA)","$150,000","$150,000",
14,434,ARI,,Braden Quinn,P,21,L / L,"CO
                    
                    
                    Connecticut","$150,000","$150,000",
14,435,TEX,,Ben Hartl,C,21,R / R,"CO
                    
                    
                    Kansas","$150,000","$150,000",
15,436,OAK,,Blake Hammond,P,21,R / R,"CO
                    
                    
                    Santa Clara (CA)","$150,000","$150,000",
15,437,KC,,Tyler Davis,P,22,L / L,"CO
                    
                    
                    Mississippi State","$150,000","$100,000","$50,000"
15,438,COL,,Luke Thelen,P,21,R / R,"CO
                    
                    
                    Western Michigan","$150,000","$150,000",
15,439,CHW,,Mason Moore,P,22,R / R,"CO
                    
                    
                    Kentucky","$150,000","$150,000",
15,440,WSH,,Sir Jamison Jones,C,18,R / R,"HS
                    
                    
                    St. Rita HS (IL)","$150,000","$500,000","-$350,000"
